Micro Gold (OMG|MGC) 1FGQ6 (1.97 DTE) vs 4281.6 (+159.7) - Intraday Volume
Put: 0 Call: 4 Vol: 27.45 Vol Chg: 0.11 Future Chg: 159.7
Strike,Call,Put,Vol Settle
4030,0,0,0.24917919155268464
4035,0,0,0.24862688757548312
4040,0,0,0.2481415700153775
4045,0,0,0.24772012020730472
4050,0,0,0.24735955937831022
4055,0,0,0.24705704863390565
4060,0,0,0.24680988897443967
4065,0,0,0.24661552129373376
4070,0,0,0.24647152636543979
4075,0,0,0.24637562485486342
4080,0,0,0.2463256773203284
4085,0,0,0.24631968420453632
4090,0,0,0.24635578583593087
4095,0,0,0.24643226244279504
4100,0,0,0.2465475341327874
4105,0,0,0.24670016090249192
4110,0,0,0.24688884264242006
4115,0,0,0.24711241913018966
4120,0,0,0.24736987002688693
4125,0,0,0.24766031489207307
4130,0,0,0.24798301315968274
4135,0,0,0.2483373641698563
4140,0,0,0.248722907145293
4145,0,0,0.24913932118579396
4150,0,0,0.24958642529327335
4155,0,0,0.2500641783553874
4160,0,0,0.2505726791473535
4165,0,0,0.25111216633422373
4170,0,0,0.25168301847179464
4175,0,0,0.2522857539947836
4180,0,0,0.252921031238202
4185,0,0,0.25358964842234855
4190,0,0,0.2542925436518999
4195,0,0,0.2550307949263697
4200,0,0,0.2558056201328327
4205,0,0,0.2566183770427415
4210,0,0,0.2574705633232952
4215,0,0,0.25836381652379714
4220,0,0,0.2592999140847496
4225,0,0,0.26028077333785404
4230,0,0,0.2613084514982802
4235,0,0,0.2623851456760349
4240,0,0,0.2635131928695955
4245,1,0,0.2646950699581794
4250,2,0,0.26593339371629554
4255,0,0,0.2672309208110164
4260,0,0,0.26859054778924474
4265,0,0,0.27001531109362986
4270,0,0,0.2715083870507442
4275,0,0,0.2730730918756308
4280,0,0,0.2747128816822624
4285,0,0,0.27643135246034944
4290,0,0,0.2782322400889825
4295,0,0,0.2801194203511841
4300,0,0,0.2820969089020764
4305,0,0,0.2841688612948019
4310,1,0,0.2863395729655167
4315,0,0,0.288613479241576
4320,0,0,0.2909951553369865
4325,0,0,0.2934893163669585
4330,0,0,0.29610081732016624
4335,0,0,0.29883465307193546
4340,0,0,0.3016959584056167
4345,0,0,0.3046900079762054
4350,0,0,0.3078222163326245
4355,0,0,0.31109813791363194
4360,0,0,0
4365,0,0,0
4370,0,0,0
4375,0,0,0
4380,0,0,0
4385,0,0,0
4390,0,0,0
4395,0,0,0
4400,0,0,0
4405,0,0,0
4410,0,0,0
4415,0,0,0
4420,0,0,0
4425,0,0,0
4430,0,0,0
4435,0,0,0
4440,0,0,0
4445,0,0,0
4450,0,0,0
4455,0,0,0
4460,0,0,0
4465,0,0,0
4470,0,0,0
4475,0,0,0
4480,0,0,0
4500,0,0,0
4525,0,0,0
