Soybean Meal (OZM|ZM) ZM1U6 (3.61 DTE) vs 338 (-0.6) - Open Interest
Put: 879 Call: 552 Vol: 30.70 Vol Chg: -0.13 Future Chg: -0.6
Strike,Call,Put,Vol Settle
310,0,1,0
315,238,0,0.3600089203842458
320,0,0,0.31619907497258737
325,0,1,0.2939948029996913
326,0,0,0.29171064856421935
327,0,0,0.29005773331613227
328,0,0,0.28899986475408923
329,0,0,0.28850153858257954
330,1,300,0.28852793871078575
331,0,0,0.289044937257529
332,0,0,0.290019094544391
333,0,0,0.2914176591007731
334,0,0,0.2932085676612246
335,13,505,0.2953604451663523
336,0,0,0.29784260476509417
337,0,0,0.3006250478090351
338,0,0,0.3036784638585459
339,0,0,0.30697423067852014
340,20,0,0.31048441424115936
341,0,0,0.3141817687234152
342,0,0,0.31803973650988837
343,0,0,0.3220324481901571
344,0,0,0.32613472255997067
345,130,0,0.3303220666221591
346,0,0,0.3345706755845299
347,0,0,0.33885743286072056
348,0,0,0.3431599100723588
349,0,0,0.3474563670457087
350,0,0,0.35172575181297816
351,0,0,0.35594770061271674
352,0,0,0.36010253789089575
353,0,0,0.36417127629641755
354,0,0,0.3681356166886758
355,0,0,0.3719779481296541
356,0,0,0.3756813478885874
357,0,0,0.3792295814408817
358,0,0,0.38260710246828467
359,0,0,0.3857990528578057
360,149,0,0.3887912627032506
365,0,0,0.40030843147997075
370,1,0,0
