GBP/USD (GBU|6B) SB1Q6 (0.87 DTE) vs 1.346 (+0.001) - Intraday Volume
Put: 51 Call: 17 Vol: 4.70 Vol Chg: -0.91 Future Chg: 0.001
Strike,Call,Put,Vol Settle
1.3375,0,0,0.061301437905058265
1.34,0,50,0.05852852831594646
1.3425,0,0,0.05694419494830072
1.345,0,0,0.056355403969064355
1.3475,1,1,0.056091881124302745
1.35,0,0,0.05500611010938883
1.3525,16,0,0.05147333024069667
1.355,0,0,0
