GBP/USD (GBU|6B) SB1Q6 (0.87 DTE) vs 1.346 (+0.001) - Open Interest
Put: 84 Call: 1,316 Vol: 4.70 Vol Chg: -0.91 Future Chg: 0.001
Strike,Call,Put,Vol Settle
1.3375,1,0,0.061301437905058265
1.34,0,4,0.05852852831594646
1.3425,3,3,0.05694419494830072
1.345,59,25,0.056355403969064355
1.3475,11,11,0.056091881124302745
1.35,1201,0,0.05500611010938883
1.3525,0,0,0.05147333024069667
1.355,0,0,0
