Gold (OG|GC) OG2Q6 (4.16 DTE) vs 4363.3 (-3.8) - Intraday Volume
Put: 132 Call: 496 Vol: 26.76 Vol Chg: 2.76 Future Chg: -3.8
Strike,Call,Put,Vol Settle
4025,0,1,0
4050,0,2,0.2858706324882938
4075,0,0,0.2760150435767841
4100,0,2,0.26741914338594697
4125,0,0,0.2600392557147373
4150,0,9,0.25383114487805614
4175,0,0,0.24875001570674016
4200,0,3,0.24475051354752253
4225,0,7,0.24178672426308268
4250,0,20,0.23981217423201429
4275,0,2,0.2387798303488502
4300,3,24,0.2386421000240233
4325,1,2,0.23935083118390565
4350,188,53,0.24085731227079776
4375,2,0,0.2431122722429251
4400,21,1,0.2460658805744309
4425,7,0,0.24966774725538698
4450,94,0,0.25386692279179
4475,9,0,0.25861189820556874
4500,6,0,0.26385060503458035
4525,6,0,0.26953041533256084
4550,11,0,0.27559814166922436
4575,1,0,0.28200003713019584
4600,17,0,0.28868179531701443
4625,3,0,0.2955885503471656
4650,5,0,0.30266487685402765
4675,0,0,0.3098547899869253
4700,60,0,0.3171017454111258
4750,0,0,0.3315378083739695
